date,description,amount,transaction type,source_category,account name,month,category
20/08/2018 00:00,State Farm,75,debit,Auto Insurance,Checking,2018-08,bills
21/08/2018 00:00,Credit Card Payment,34.18,credit,Credit Card Payment,Silver Card,2018-08,bills
21/08/2018 00:00,Credit Card Payment,99.76,credit,Credit Card Payment,Platinum Card,2018-08,bills
21/08/2018 00:00,Credit Card Payment,99.76,debit,Credit Card Payment,Checking,2018-08,bills
22/08/2018 00:00,Credit Card Payment,34.18,debit,Credit Card Payment,Checking,2018-08,bills
24/08/2018 00:00,American Tavern,42.31,debit,Restaurants,Platinum Card,2018-08,eating_out
27/08/2018 00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-08,bills
30/08/2018 00:00,Shell,35.65,debit,Gas & Fuel,Platinum Card,2018-08,transport
31/08/2018 00:00,Grocery Store,11.64,debit,Groceries,Platinum Card,2018-08,groceries
31/08/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-08,income
01/09/2018 00:00,Brewing Company,47.4,debit,Alcohol & Bars,Platinum Card,2018-09,entertainment
01/09/2018 00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-09,shopping
02/09/2018 00:00,Amazon,109.83,debit,Shopping,Platinum Card,2018-09,shopping
04/09/2018 00:00,Credit Card Payment,687.29,credit,Credit Card Payment,Platinum Card,2018-09,bills
04/09/2018 00:00,Credit Card Payment,687.29,debit,Credit Card Payment,Checking,2018-09,bills
04/09/2018 00:00,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,2018-09,bills
04/09/2018 00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-09,entertainment
07/09/2018 00:00,Gas Company,30,debit,Utilities,Checking,2018-09,bills
09/09/2018 00:00,Brewing Company,18,debit,Alcohol & Bars,Platinum Card,2018-09,entertainment
09/09/2018 00:00,Spotify,10.69,debit,Music,Platinum Card,2018-09,subscriptions
11/09/2018 00:00,BP,38.86,debit,Gas & Fuel,Platinum Card,2018-09,transport
11/09/2018 00:00,Grocery Store,7.87,debit,Groceries,Platinum Card,2018-09,groceries
12/09/2018 00:00,Grocery Store,47.16,debit,Groceries,Platinum Card,2018-09,groceries
12/09/2018 00:00,Phone Company,89.4,debit,Mobile Phone,Checking,2018-09,bills
13/09/2018 00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-09,groceries
14/09/2018 00:00,Credit Card Payment,134.34,credit,Credit Card Payment,Platinum Card,2018-09,bills
14/09/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-09,income
17/09/2018 00:00,Grocery Store,10.17,debit,Groceries,Platinum Card,2018-09,groceries
17/09/2018 00:00,Grocery Store,8.8,debit,Groceries,Platinum Card,2018-09,groceries
17/09/2018 00:00,City Water Charges,35,debit,Utilities,Checking,2018-09,bills
18/09/2018 00:00,Grocery Store,4.32,debit,Groceries,Platinum Card,2018-09,groceries
18/09/2018 00:00,Power Company,60,debit,Utilities,Checking,2018-09,bills
19/09/2018 00:00,State Farm,75,debit,Auto Insurance,Checking,2018-09,bills
19/09/2018 00:00,Barbershop,30,debit,Haircut,Platinum Card,2018-09,health_fitness
20/09/2018 00:00,Amazon,47.38,debit,Shopping,Platinum Card,2018-09,shopping
22/09/2018 00:00,Hardware Store,69.4,debit,Home Improvement,Platinum Card,2018-09,shopping
22/09/2018 00:00,Hardware Store,6.83,debit,Home Improvement,Platinum Card,2018-09,shopping
25/09/2018 00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-09,bills
25/09/2018 00:00,Sushi Restaurant,48.64,debit,Restaurants,Silver Card,2018-09,eating_out
26/09/2018 00:00,Starbucks,5,debit,Coffee Shops,Platinum Card,2018-09,eating_out
26/09/2018 00:00,Exxon,38,debit,Gas & Fuel,Silver Card,2018-09,transport
27/09/2018 00:00,Valero,40.71,debit,Gas & Fuel,Platinum Card,2018-09,transport
28/09/2018 00:00,Credit Card Payment,128.12,credit,Credit Card Payment,Silver Card,2018-09,bills
28/09/2018 00:00,Credit Card Payment,284.96,credit,Credit Card Payment,Platinum Card,2018-09,bills
28/09/2018 00:00,Credit Card Payment,284.96,debit,Credit Card Payment,Checking,2018-09,bills
28/09/2018 00:00,Grocery Store,13.36,debit,Groceries,Platinum Card,2018-09,groceries
28/09/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-09,income
29/09/2018 00:00,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-09,eating_out
29/09/2018 00:00,German Restaurant,46.7,debit,Restaurants,Platinum Card,2018-09,eating_out
01/10/2018 00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2018-10,eating_out
01/10/2018 00:00,Credit Card Payment,128.12,debit,Credit Card Payment,Checking,2018-10,bills
01/10/2018 00:00,Grocery Store,15.66,debit,Groceries,Platinum Card,2018-10,groceries
01/10/2018 00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-10,shopping
02/10/2018 00:00,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card,2018-10,bills
02/10/2018 00:00,Credit Card Payment,124.03,debit,Credit Card Payment,Checking,2018-10,bills
02/10/2018 00:00,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-10,bills
04/10/2018 00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-10,entertainment
06/10/2018 00:00,American Tavern,27,debit,Restaurants,Silver Card,2018-10,eating_out
08/10/2018 00:00,Shell,38.06,debit,Gas & Fuel,Silver Card,2018-10,transport
08/10/2018 00:00,Hardware Store,80.65,debit,Home Improvement,Silver Card,2018-10,shopping
08/10/2018 00:00,Hardware Store,31.2,debit,Home Improvement,Silver Card,2018-10,shopping
09/10/2018 00:00,Spotify,10.69,debit,Music,Platinum Card,2018-10,subscriptions
09/10/2018 00:00,Amazon,19.98,debit,Shopping,Platinum Card,2018-10,shopping
09/10/2018 00:00,Gas Company,30,debit,Utilities,Checking,2018-10,bills
10/10/2018 00:00,Grocery Store,53.68,debit,Groceries,Silver Card,2018-10,groceries
11/10/2018 00:00,Phone Company,89.4,debit,Mobile Phone,Checking,2018-10,bills
12/10/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-10,income
16/10/2018 00:00,Power Company,60,debit,Utilities,Checking,2018-10,bills
17/10/2018 00:00,City Water Charges,35,debit,Utilities,Checking,2018-10,bills
18/10/2018 00:00,State Farm,75,debit,Auto Insurance,Checking,2018-10,bills
18/10/2018 00:00,Grocery Store,33.55,debit,Groceries,Platinum Card,2018-10,groceries
18/10/2018 00:00,Hardware Store,45.24,debit,Home Improvement,Platinum Card,2018-10,shopping
18/10/2018 00:00,Brunch Restaurant,8,debit,Restaurants,Platinum Card,2018-10,eating_out
21/10/2018 00:00,Credit Card Payment,544.37,credit,Credit Card Payment,Platinum Card,2018-10,bills
22/10/2018 00:00,Credit Card Payment,353.83,credit,Credit Card Payment,Silver Card,2018-10,bills
22/10/2018 00:00,Credit Card Payment,353.83,debit,Credit Card Payment,Checking,2018-10,bills
22/10/2018 00:00,BP,34.66,debit,Gas & Fuel,Platinum Card,2018-10,transport
23/10/2018 00:00,Grocery Store,7.57,debit,Groceries,Platinum Card,2018-10,groceries
25/10/2018 00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-10,bills
25/10/2018 00:00,Amazon,29.98,debit,Shopping,Platinum Card,2018-10,shopping
26/10/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-10,income
27/10/2018 00:00,American Tavern,25.4,debit,Restaurants,Silver Card,2018-10,eating_out
28/10/2018 00:00,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card,2018-10,entertainment
28/10/2018 00:00,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card,2018-10,eating_out
28/10/2018 00:00,Grocery Store,92.49,debit,Groceries,Platinum Card,2018-10,groceries
28/10/2018 00:00,Italian Restaurant,54,debit,Restaurants,Platinum Card,2018-10,eating_out
31/10/2018 00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-10,groceries
01/11/2018 00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-11,shopping
02/11/2018 00:00,Credit Card Payment,262.51,credit,Credit Card Payment,Platinum Card,2018-11,bills
02/11/2018 00:00,Credit Card Payment,262.51,debit,Credit Card Payment,Checking,2018-11,bills
02/11/2018 00:00,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-11,bills
03/11/2018 00:00,Pizza Place,23.66,debit,Fast Food,Platinum Card,2018-11,eating_out
04/11/2018 00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-11,entertainment
05/11/2018 00:00,Shell,36.51,debit,Gas & Fuel,Platinum Card,2018-11,transport
06/11/2018 00:00,Amazon,53.95,debit,Shopping,Platinum Card,2018-11,shopping
06/11/2018 00:00,Gas Company,30,debit,Utilities,Checking,2018-11,bills
08/11/2018 00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2018-11,groceries
09/11/2018 00:00,Spotify,10.69,debit,Music,Platinum Card,2018-11,subscriptions
09/11/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-11,income
10/11/2018 00:00,Brewing Company,27,debit,Alcohol & Bars,Platinum Card,2018-11,entertainment
10/11/2018 00:00,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card,2018-11,eating_out
10/11/2018 00:00,Food Truck,24.4,debit,Groceries,Platinum Card,2018-11,groceries
12/11/2018 00:00,Grocery Store,10.18,debit,Groceries,Platinum Card,2018-11,groceries
12/11/2018 00:00,American Tavern,22.33,debit,Restaurants,Silver Card,2018-11,eating_out
13/11/2018 00:00,Grocery Store,4.8,debit,Groceries,Platinum Card,2018-11,groceries
13/11/2018 00:00,Grocery Store,37.43,debit,Groceries,Platinum Card,2018-11,groceries
13/11/2018 00:00,Grocery Store,10.15,debit,Groceries,Platinum Card,2018-11,groceries
13/11/2018 00:00,Phone Company,89.54,debit,Mobile Phone,Checking,2018-11,bills
14/11/2018 00:00,Power Company,60,debit,Utilities,Checking,2018-11,bills
16/11/2018 00:00,City Water Charges,35,debit,Utilities,Checking,2018-11,bills
17/11/2018 00:00,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card,2018-11,entertainment
17/11/2018 00:00,Hardware Store,15.47,debit,Home Improvement,Platinum Card,2018-11,shopping
17/11/2018 00:00,Hardware Store,6.4,debit,Home Improvement,Platinum Card,2018-11,shopping
17/11/2018 00:00,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2018-11,eating_out
19/11/2018 00:00,Brewing Company,20,debit,Alcohol & Bars,Silver Card,2018-11,entertainment
19/11/2018 00:00,QuikTrip,29.15,debit,Gas & Fuel,Silver Card,2018-11,transport
19/11/2018 00:00,Hardware Store,10.02,debit,Home Improvement,Silver Card,2018-11,shopping
20/11/2018 00:00,State Farm,75,debit,Auto Insurance,Checking,2018-11,bills
20/11/2018 00:00,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card,2018-11,bills
21/11/2018 00:00,Grocery Store,5.64,debit,Groceries,Silver Card,2018-11,groceries
21/11/2018 00:00,Hardware Store,37.41,debit,Home Improvement,Platinum Card,2018-11,shopping
23/11/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-11,income
26/11/2018 00:00,American Tavern,16.8,debit,Alcohol & Bars,Silver Card,2018-11,entertainment
26/11/2018 00:00,Internet Service Provider,74.99,debit,Internet,Checking,2018-11,bills
27/11/2018 00:00,Movie Theater,17,debit,Movies & Dvds,Silver Card,2018-11,entertainment
27/11/2018 00:00,American Tavern,28.4,debit,Restaurants,Silver Card,2018-11,eating_out
29/11/2018 00:00,Credit Card Payment,582.99,credit,Credit Card Payment,Silver Card,2018-11,bills
29/11/2018 00:00,Credit Card Payment,751.5,credit,Credit Card Payment,Platinum Card,2018-11,bills
30/11/2018 00:00,Credit Card Payment,582.99,debit,Credit Card Payment,Checking,2018-11,bills
30/11/2018 00:00,Grocery Store,6.27,debit,Groceries,Silver Card,2018-11,groceries
01/12/2018 00:00,Grocery Store,5.64,debit,Groceries,Silver Card,2018-12,groceries
01/12/2018 00:00,Brunch Restaurant,8,debit,Restaurants,Silver Card,2018-12,eating_out
01/12/2018 00:00,Amazon,13.13,debit,Shopping,Platinum Card,2018-12,shopping
03/12/2018 00:00,BP,30.03,debit,Gas & Fuel,Silver Card,2018-12,transport
03/12/2018 00:00,Grocery Store,148.15,debit,Groceries,Silver Card,2018-12,groceries
03/12/2018 00:00,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,2018-12,bills
04/12/2018 00:00,Starbucks,3,debit,Coffee Shops,Silver Card,2018-12,eating_out
04/12/2018 00:00,Latin Restaurant,20.65,debit,Fast Food,Platinum Card,2018-12,eating_out
04/12/2018 00:00,Netflix,11.76,debit,Movies & Dvds,Platinum Card,2018-12,entertainment
06/12/2018 00:00,Grocery Store,21.38,debit,Groceries,Platinum Card,2018-12,groceries
06/12/2018 00:00,Grocery Store,13.48,debit,Groceries,Platinum Card,2018-12,groceries
06/12/2018 00:00,Gas Company,40,debit,Utilities,Checking,2018-12,bills
07/12/2018 00:00,Barbershop,30,debit,Haircut,Platinum Card,2018-12,health_fitness
07/12/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-12,income
08/12/2018 00:00,Grocery Store,12.64,debit,Groceries,Platinum Card,2018-12,groceries
09/12/2018 00:00,Spotify,10.69,debit,Music,Platinum Card,2018-12,subscriptions
11/12/2018 00:00,Brunch Restaurant,10.29,debit,Restaurants,Platinum Card,2018-12,eating_out
12/12/2018 00:00,Phone Company,89.54,debit,Mobile Phone,Checking,2018-12,bills
13/12/2018 00:00,Thai Restaurant,27,debit,Restaurants,Silver Card,2018-12,eating_out
14/12/2018 00:00,Grocery Store,21.39,debit,Groceries,Silver Card,2018-12,groceries
14/12/2018 00:00,Hardware Store,17.1,debit,Home Improvement,Silver Card,2018-12,shopping
14/12/2018 00:00,Power Company,60,debit,Utilities,Checking,2018-12,bills
17/12/2018 00:00,American Tavern,63,debit,Food & Dining,Silver Card,2018-12,eating_out
17/12/2018 00:00,BP,20.01,debit,Gas & Fuel,Silver Card,2018-12,transport
17/12/2018 00:00,City Water Charges,35,debit,Utilities,Checking,2018-12,bills
18/12/2018 00:00,Starbucks,3,debit,Coffee Shops,Silver Card,2018-12,eating_out
18/12/2018 00:00,Credit Card Payment,311.02,credit,Credit Card Payment,Platinum Card,2018-12,bills
18/12/2018 00:00,Credit Card Payment,311.02,debit,Credit Card Payment,Checking,2018-12,bills
18/12/2018 00:00,Fancy Restaurant,56.52,debit,Restaurants,Silver Card,2018-12,eating_out
18/12/2018 00:00,Amazon,49.99,debit,Shopping,Platinum Card,2018-12,shopping
18/12/2018 00:00,Amazon,41.72,debit,Shopping,Platinum Card,2018-12,shopping
18/12/2018 00:00,Amazon,24.3,debit,Shopping,Platinum Card,2018-12,shopping
19/12/2018 00:00,State Farm,75,debit,Auto Insurance,Checking,2018-12,bills
19/12/2018 00:00,Amazon,43.01,debit,Shopping,Platinum Card,2018-12,shopping
20/12/2018 00:00,Credit Card Payment,464.03,credit,Credit Card Payment,Silver Card,2018-12,bills
20/12/2018 00:00,Shell,30.38,debit,Gas & Fuel,Silver Card,2018-12,transport
21/12/2018 00:00,Credit Card Payment,464.03,debit,Credit Card Payment,Checking,2018-12,bills
21/12/2018 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2018-12,income
22/12/2018 00:00,New York Deli,21.38,debit,Fast Food,Platinum Card,2018-12,eating_out
22/12/2018 00:00,Hardware Store,22.14,debit,Home Improvement,Platinum Card,2018-12,shopping
23/12/2018 00:00,Hardware Store,28,debit,Home Improvement,Platinum Card,2018-12,shopping
24/12/2018 00:00,Hardware Store,38.4,debit,Home Improvement,Platinum Card,2018-12,shopping
26/12/2018 00:00,Chick-Fil-A,56.07,debit,Fast Food,Platinum Card,2018-12,eating_out
26/12/2018 00:00,Shell,32.47,debit,Gas & Fuel,Platinum Card,2018-12,transport
26/12/2018 00:00,Shell,7.48,debit,Gas & Fuel,Platinum Card,2018-12,transport
26/12/2018 00:00,Internet Service Provider,75.99,debit,Internet,Checking,2018-12,bills
26/12/2018 00:00,Amazon,44.99,debit,Shopping,Platinum Card,2018-12,shopping
28/12/2018 00:00,Brewing Company,12,debit,Alcohol & Bars,Silver Card,2018-12,entertainment
29/12/2018 00:00,Brewing Company,14,debit,Alcohol & Bars,Silver Card,2018-12,entertainment
29/12/2018 00:00,Credit Card Payment,860.05,credit,Credit Card Payment,Platinum Card,2018-12,bills
29/12/2018 00:00,Grocery Store,55.04,debit,Groceries,Silver Card,2018-12,groceries
01/01/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-01,shopping
02/01/2019 00:00,Credit Card Payment,499.6,debit,Credit Card Payment,Checking,2019-01,bills
03/01/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-01,bills
03/01/2019 00:00,Amazon,42.1,debit,Shopping,Platinum Card,2019-01,shopping
04/01/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-01,income
05/01/2019 00:00,American Tavern,23.49,debit,Restaurants,Platinum Card,2019-01,eating_out
08/01/2019 00:00,Gas Company,45,debit,Utilities,Checking,2019-01,bills
09/01/2019 00:00,Credit Card Payment,491.45,credit,Credit Card Payment,Platinum Card,2019-01,bills
09/01/2019 00:00,Credit Card Payment,491.45,debit,Credit Card Payment,Checking,2019-01,bills
09/01/2019 00:00,Credit Card Payment,281.84,debit,Credit Card Payment,Checking,2019-01,bills
09/01/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-01,subscriptions
10/01/2019 00:00,Grocery Store,58.79,debit,Groceries,Silver Card,2019-01,groceries
10/01/2019 00:00,Barbershop,30,debit,Haircut,Silver Card,2019-01,health_fitness
10/01/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-01,bills
14/01/2019 00:00,Shell,28.92,debit,Gas & Fuel,Silver Card,2019-01,transport
15/01/2019 00:00,Grocery Store,6.06,debit,Groceries,Silver Card,2019-01,groceries
16/01/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-01,bills
16/01/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-01,bills
18/01/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-01,bills
18/01/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-01,income
21/01/2019 00:00,Credit Card Payment,277.99,credit,Credit Card Payment,Silver Card,2019-01,bills
22/01/2019 00:00,Credit Card Payment,277.99,debit,Credit Card Payment,Checking,2019-01,bills
24/01/2019 00:00,Grocery Store,21.06,debit,Groceries,Silver Card,2019-01,groceries
24/01/2019 00:00,Amazon,11.7,debit,Shopping,Platinum Card,2019-01,shopping
24/01/2019 00:00,Amazon,4.21,debit,Shopping,Platinum Card,2019-01,shopping
25/01/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-01,bills
31/01/2019 00:00,Credit Card Payment,1900,debit,Credit Card Payment,Checking,2019-01,bills
31/01/2019 00:00,Shell,31.32,debit,Gas & Fuel,Silver Card,2019-01,transport
01/02/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-02,income
01/02/2019 00:00,Roadside Diner,9.47,debit,Restaurants,Silver Card,2019-02,eating_out
01/02/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-02,shopping
04/02/2019 00:00,Hardware Store,86.97,debit,Home Improvement,Silver Card,2019-02,shopping
04/02/2019 00:00,Netflix,11.76,debit,Television,Platinum Card,2019-02,subscriptions
05/02/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-02,bills
07/02/2019 00:00,Gas Company,65,debit,Utilities,Checking,2019-02,bills
08/02/2019 00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2019-02,eating_out
08/02/2019 00:00,Thai Restaurant,27.47,debit,Restaurants,Platinum Card,2019-02,eating_out
09/02/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-02,subscriptions
11/02/2019 00:00,Starbucks,3,debit,Coffee Shops,Platinum Card,2019-02,eating_out
11/02/2019 00:00,Credit Card Payment,133.95,debit,Credit Card Payment,Checking,2019-02,bills
11/02/2019 00:00,BP,24.01,debit,Gas & Fuel,Platinum Card,2019-02,transport
12/02/2019 00:00,Grocery Store,30.54,debit,Groceries,Platinum Card,2019-02,groceries
12/02/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-02,bills
13/02/2019 00:00,Grocery Store,8.21,debit,Groceries,Platinum Card,2019-02,groceries
15/02/2019 00:00,Credit Card Payment,207.47,credit,Credit Card Payment,Platinum Card,2019-02,bills
15/02/2019 00:00,Credit Card Payment,207.47,debit,Credit Card Payment,Checking,2019-02,bills
15/02/2019 00:00,Grocery Store,4.59,debit,Groceries,Platinum Card,2019-02,groceries
15/02/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-02,income
15/02/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-02,bills
16/02/2019 00:00,Brewing Company,8,debit,Alcohol & Bars,Platinum Card,2019-02,entertainment
16/02/2019 00:00,American Tavern,32.75,debit,Restaurants,Platinum Card,2019-02,eating_out
16/02/2019 00:00,Amazon,37.45,debit,Shopping,Platinum Card,2019-02,shopping
19/02/2019 00:00,Credit Card Payment,574.84,debit,Credit Card Payment,Checking,2019-02,bills
19/02/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-02,bills
20/02/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-02,bills
20/02/2019 00:00,Credit Card Payment,292.54,credit,Credit Card Payment,Silver Card,2019-02,bills
20/02/2019 00:00,Barbershop,30,debit,Haircut,Platinum Card,2019-02,health_fitness
21/02/2019 00:00,Credit Card Payment,292.54,debit,Credit Card Payment,Checking,2019-02,bills
21/02/2019 00:00,Grocery Store,46.96,debit,Groceries,Silver Card,2019-02,groceries
25/02/2019 00:00,BP,33.8,debit,Gas & Fuel,Silver Card,2019-02,transport
25/02/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-02,bills
27/02/2019 00:00,Roadside Diner,25.77,debit,Restaurants,Silver Card,2019-02,eating_out
28/02/2019 00:00,Grocery Store,32.07,debit,Groceries,Silver Card,2019-02,groceries
01/03/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-03,income
01/03/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-03,shopping
04/03/2019 00:00,Grocery Store,92.04,debit,Groceries,Silver Card,2019-03,groceries
04/03/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-03,bills
04/03/2019 00:00,Netflix,11.76,debit,Television,Platinum Card,2019-03,subscriptions
05/03/2019 00:00,Fancy Restaurant,7,debit,Restaurants,Silver Card,2019-03,eating_out
06/03/2019 00:00,Credit Card Payment,491.86,debit,Credit Card Payment,Checking,2019-03,bills
08/03/2019 00:00,BP,34.08,debit,Gas & Fuel,Platinum Card,2019-03,transport
08/03/2019 00:00,Amazon,27.17,debit,Shopping,Platinum Card,2019-03,shopping
08/03/2019 00:00,Gas Company,49,debit,Utilities,Checking,2019-03,bills
09/03/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-03,subscriptions
12/03/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-03,bills
12/03/2019 00:00,Bakery Place,3.02,debit,Restaurants,Platinum Card,2019-03,eating_out
13/03/2019 00:00,Credit Card Payment,532.86,credit,Credit Card Payment,Platinum Card,2019-03,bills
13/03/2019 00:00,Credit Card Payment,301.79,credit,Credit Card Payment,Silver Card,2019-03,bills
14/03/2019 00:00,Credit Card Payment,305.27,debit,Credit Card Payment,Checking,2019-03,bills
14/03/2019 00:00,Credit Card Payment,301.79,debit,Credit Card Payment,Checking,2019-03,bills
14/03/2019 00:00,Brunch Restaurant,8,debit,Restaurants,Platinum Card,2019-03,eating_out
15/03/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-03,income
15/03/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-03,bills
18/03/2019 00:00,Best Buy,320.99,debit,Electronics & Software,Platinum Card,2019-03,shopping
18/03/2019 00:00,Grocery Store,16.23,debit,Groceries,Platinum Card,2019-03,groceries
19/03/2019 00:00,Amazon,13.84,debit,Shopping,Platinum Card,2019-03,shopping
19/03/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-03,bills
20/03/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-03,bills
22/03/2019 00:00,BP,37.51,debit,Gas & Fuel,Platinum Card,2019-03,transport
23/03/2019 00:00,Starbucks,5.2,debit,Coffee Shops,Platinum Card,2019-03,eating_out
25/03/2019 00:00,Internet Service Provider,75,debit,Internet,Checking,2019-03,bills
26/03/2019 00:00,Amazon,16.04,debit,Shopping,Platinum Card,2019-03,shopping
27/03/2019 00:00,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card,2019-03,entertainment
27/03/2019 00:00,Grocery Store,4.46,debit,Groceries,Platinum Card,2019-03,groceries
29/03/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-03,income
30/03/2019 00:00,Starbucks,12.84,debit,Coffee Shops,Platinum Card,2019-03,eating_out
31/03/2019 00:00,Credit Card Payment,957.6,credit,Credit Card Payment,Platinum Card,2019-03,bills
01/04/2019 00:00,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking,2019-04,bills
01/04/2019 00:00,Credit Card Payment,600.51,credit,Credit Card Payment,Platinum Card,2019-04,bills
01/04/2019 00:00,Amazon,13.09,debit,Shopping,Platinum Card,2019-04,shopping
02/04/2019 00:00,Mortgage Payment,1100,debit,Mortgage & Rent,Checking,2019-04,bills
04/04/2019 00:00,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04,groceries
04/04/2019 00:00,Amazon,35.9,debit,Shopping,Platinum Card,2019-04,shopping
04/04/2019 00:00,Netflix,11.76,debit,Television,Platinum Card,2019-04,subscriptions
06/04/2019 00:00,Amazon,27.54,debit,Shopping,Platinum Card,2019-04,shopping
08/04/2019 00:00,Gas Company,30,debit,Utilities,Checking,2019-04,bills
09/04/2019 00:00,Credit Card Payment,436.75,debit,Credit Card Payment,Checking,2019-04,bills
09/04/2019 00:00,Grocery Store,10.7,debit,Groceries,Platinum Card,2019-04,groceries
09/04/2019 00:00,Barbershop,30,debit,Haircut,Platinum Card,2019-04,health_fitness
09/04/2019 00:00,Spotify,10.69,debit,Music,Platinum Card,2019-04,subscriptions
10/04/2019 00:00,Phone Company,65,debit,Mobile Phone,Checking,2019-04,bills
12/04/2019 00:00,Best Buy,44.93,debit,Electronics & Software,Silver Card,2019-04,shopping
12/04/2019 00:00,Grocery Store,41.34,debit,Groceries,Platinum Card,2019-04,groceries
12/04/2019 00:00,Biweekly Paycheck,2000,credit,Paycheck,Checking,2019-04,income
13/04/2019 00:00,QuikTrip,38.94,debit,Gas & Fuel,Platinum Card,2019-04,transport
13/04/2019 00:00,Grocery Store,16.87,debit,Groceries,Platinum Card,2019-04,groceries
13/04/2019 00:00,Vietnamese Restaurant,20.64,debit,Restaurants,Platinum Card,2019-04,eating_out
15/04/2019 00:00,Power Company,60,debit,Utilities,Checking,2019-04,bills
16/04/2019 00:00,City Water Charges,35,debit,Utilities,Checking,2019-04,bills
18/04/2019 00:00,State Farm,75,debit,Auto Insurance,Checking,2019-04,bills
18/04/2019 00:00,Credit Card Payment,604.32,credit,Credit Card Payment,Silver Card,2019-04,bills
18/04/2019 00:00,Credit Card Payment,458.1,credit,Credit Card Payment,Platinum Card,2019-04,bills
19/04/2019 00:00,Credit Card Payment,604.32,debit,Credit Card Payment,Checking,2019-04,bills
